,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
2297,s_N61-GN [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"LHERZOLITE, XENOLITH [20990]",,,,,,,,,0.58,,,,,,,,,,0.18,,,,,,0.05,,,0.39,0.34,,,11.77,,,19.97,,0.02,,,0.01,63.28,,1.63,,,
2298,s_EMGN24 [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"PERIDOTITE, XENOLITH [20990]",,,,,,,,,0.44,,,,,,,,,,0.19,,,,,,0.04,,,0.1,0.1,,,7.94,,,22.93,,0.01,,,0.01,73.44,,0.19,,,
2299,s_N126-GN [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"LHERZOLITE, SPINEL, XENOLITH [20990]",,,,,,,,,0.11,,,,,,,,,,0.05,,,,,,0.03,,,0.11,0.11,,,11.97,,,11.6,,0.01,,,0,57.98,,1.23,,,
2300,s_N106-GN [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"LHERZOLITE, XENOLITH [20990]",,,,,,,,,0.16,,,,,,,,,,0.11,,,,,,0.02,,,0.65,0.11,,,13.95,,,16.6,,0.01,,,0.01,73.32,,2.37,,,
2301,s_N55-GN [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"LHERZOLITE, SPINEL-GARNET, XENOLITH [20990]",,,,,,,,,0.56,,,,,,,,,,0.38,,,,,,0.72,,,1.54,0.3,,,10.9,,,26.75,,0.03,,,0.03,48.43,,0.97,,,
2302,s_EMGN21 [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"HARZBURGITE, XENOLITH [20990]",,,,,,,,,0.32,,,,,,,,,,0.19,,,,,,0.14,,,0.32,0.14,,,7.3,,,11.91,,0.06,,,0.01,33.99,,0.22,,,
2303,s_N178-GN [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"HARZBURGITE, XENOLITH [20990]",,,,,,,,,0.35,,,,,,,,,,0.14,,,,,,0.03,,,0.19,0.23,,,7.42,,,14.71,,0.02,,,0.01,25.81,,0.1,,,
2304,s_N17-GN [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,NOT GIVEN [20990],,,,,,,,,0.23,,,,,,,,,,0.16,,,,,,0.06,,,0.59,0.22,,,11.33,,,19.84,,0.03,,,0.01,57.29,,0.48,,,
2305,s_EMGN2 [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"LHERZOLITE, SPINEL, XENOLITH [20990]",,,,,,,,,0.3,,,,,,,,,,0.19,,,,,,0.06,,,0.46,0.34,,,12.61,,,28.17,,0.03,,,0.02,60.74,,1.76,,,
2306,s_EMGN29 [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"LHERZOLITE, XENOLITH [20990]",,,,,,,,,0.11,,,,,,,,,,0.09,,,,,,0.01,,,0.2,0.23,,,12.69,,,17.36,,0.01,,,0.03,66.48,,0.59,,,
2307,s_N53-GN [20990],COLORADO PLATEAU / NAVAJO SECTION / ARIZONA / NAVAJO VOLCANIC FIELD / GREEN KNOBS DIATREME,,35.9533,-109.0227,,,,,"PERIDOTITE, XENOLITH [20990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,s_S-17 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,1.975928404,,,,2.107025581,96.29733273,,1.26E-02,12.12139222,,,,,,1.061736157,1.911836623,,,,,0.3308106017,1749.782633,,0.1161012019,0.2303444693,,,16.41737337,,,94.1976,,6.41E-02,,,2.68E-02,87.88388948,,5.471241606,,,
2309,s_S-4 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,0.8568248112,,,,0.8067005101,85.7562909,,2.98E-03,17.28167906,,,,,,0.267443772,1.155641084,,,,,7.40E-02,1607.586953,,0.074,4.56E-02,,,8.013237492,,,73.88,,9.56E-03,,,2.31E-02,71.72873885,,5.027848211,,,
2310,s_S-37 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,1.222642325,,,,1.369323598,84.81028177,,4.95E-03,13.5983873,,,,,,0.5945082726,0.8287482174,,,,,0.4034636979,1488.412497,,0.5612347782,0.1431359839,,,8.431860945,,,16.20441315,,3.23E-02,,,1.37E-02,61.20906692,,3.901294455,,,
2311,s_S-1 AV2 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,1.285545473,,,,0.8090391002,104.4349958,,1.31E-03,24.54654488,,,,,,0.2289139883,2.234487049,,,,,5.42E-02,1890.674985,,0.083,3.20E-02,,,16.17447918,,,79.52,,5.94E-03,,,5.43E-03,90.62620188,,4.598131716,,,
2312,s_S-14 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,s_S-21 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,s_S-15 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,1.082955471,,,,0.7941082555,105.1860817,,3.72E-03,17.39624671,,,,,,0.2716614275,1.796524217,,,,,0.1015593985,1974.245309,,0.05359,6.13E-02,,,16.25825497,,,70.6631,,2.20E-02,,,6.72E-03,79.75090069,,4.438464291,,,
2315,s_S-2 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,0.7883916936,,,,1.381358267,116.1507202,,1.75E-03,20.72617499,,,,,,0.5512858391,2.742205406,,,,,0.5200011593,2103.314536,,0.0947,0.1213540324,,,16.72272771,,,25.03036733,,2.99E-02,,,1.97E-02,87.95625125,,4.437922657,,,
2316,s_S-16 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,1.876360868,,,,4.309196904,105.7084243,,4.13E-03,9.607867967,,,,,,2.423339402,1.925603385,,,,,0.9184793039,2002.816251,,0.1871909824,0.1922516049,,,12.41942603,,,27.62628551,,0.1891751444,,,0.04136905011,58.59074219,,2.802230373,,,
2317,s_S-22 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"LHERZOLITE, SPINEL, XENOLITH [23073]",,,,,2.999288245,,,,7.003363814,103.9869679,,2.70E-02,6.050016472,,,,,,3.509780382,1.636379409,,,,,0.9062606081,2064.386347,,0.3143223655,0.4135927459,,,10.24712885,,,70.32,,0.2570890475,,,5.28E-02,45.36997813,,2.370003622,,,
2318,s_H-25 [23073],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / HAER,TARIAT AREA,48,99,,,,,"HARZBURGITE, SPINEL, XENOLITH [23073]",,,,,2.826199148,,,,3.21024393,129.4986184,,3.44E-03,3.084663454,,,,,,1.882314298,1.82408987,,,,,0.7466710665,2711.931052,,0.1247470473,0.1633473165,,,5.970629438,,,20.27302191,,9.53E-02,,,2.02E-02,15.29681995,,0.4694634123,,,
2319,s_4399/26 [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,s_4500/11 [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,s_4500/17 [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,s_4500/19D [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,s_4500/21 [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,s_4500/33 [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,s_4594/2 [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,s_4594/6 [12450],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,100,,,,,"PERIDOTITE, SPINEL, XENOLITH [12450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,s_I-65/01 [14624],CENTRAL ASIAN FOLDBELT - PALEOZOIC / MONGOLIA - PALEOZOIC / NORTHERN MONGOLIAN BELT,HU TASAN BULAK AREA,50,100,,,,,"PERIDOTITE, PLAGIOCLASE [14624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,s_314-2 [12357],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / BAIKAL RIFT / VITIM PLATEAU / BEREYA VOLCANIC CENTER,,54,113,,,,,"PERIDOTITE, GARNET-SPINEL, XENOLITH [12357]",,,,,75.6,,,,2.4,109.0,,0.003,,,,,,,2.05,,,,,,1.89,,,0.12,0.21,,,15.2,,,38.8,,0.114,1257,,0.048,71.0,,4.21,,,
2329,s_314-73 [12357],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / BAIKAL RIFT / VITIM PLATEAU / BEREYA VOLCANIC CENTER,,54,113,,,,,"PERIDOTITE, SPINEL, XENOLITH [12357]",,,,,52.7,,,,1.58,94.0,,0.001,,,,,,,0.97,,,,,,0.96,,,0.1,0.35,,,7.3,,,26.7,,0.056,1329,,0.021,98.0,,1.96,,,
2330,s_8701-4 [7627],SIKHOTE-ALIN-SAKHALIN ARC / SIKHOTE ALIN ARC / KHANKA MASSIF,"SVEYAGA (SVIYAGIN, SVIYAGINO)",43,133,,,,,"PERIDOTITE, SPINEL, XENOLITH [7627]",,,,,7.27,,,,0.086,,,,,,,,,,0.16,,,,,,0.28,,,0.474,0.42,,,15.7,,,14.8,,0.003,,,0.092,,,,,,
2331,s_8802-1 [7627],SIKHOTE-ALIN-SAKHALIN ARC / SIKHOTE ALIN ARC / SIKHOTE-ALIN BELT - CENOZOIC,KOPPI RIVER,48.55,140.16,,,,,"PERIDOTITE, SPINEL, XENOLITH [7627]",,,,,3.86,,,,0.92,,,,,,,,,,0.66,,,,,,0.104,,,0.06,0.18,,,16.4,,,11.3,,0.004,,,0.004,,,,,,
2332,s_8802-2 [7627],SIKHOTE-ALIN-SAKHALIN ARC / SIKHOTE ALIN ARC / SIKHOTE-ALIN BELT - CENOZOIC,KOPPI RIVER,48.55,140.16,,,,,"PERIDOTITE, SPINEL, XENOLITH [7627]",,,,,7.3,,,,1.02,,,,,,,,,,0.882,,,,,,0.085,,,0.1,0.11,,,19.4,,,13.7,,0.012,,,0.005,,,,,,
2333,s_8803-3 [7627],SIKHOTE-ALIN-SAKHALIN ARC / SIKHOTE ALIN ARC / SIKHOTE-ALIN BELT - CRETACEOUS-PALEOGENE / PODGELBAN,SHKOTOVO PLATEAU,42,133,,,,,"PERIDOTITE, SPINEL, XENOLITH [7627]",,,,,7.08,,,,2.16,,,,,,,,,,1.07,,,,,,1.39,,,0.144,0.097,,,9.4,,,29.6,,0.057,,,0.02,,,,,,
2334,s_8805-1 [7627],SIKHOTE-ALIN-SAKHALIN ARC / SIKHOTE ALIN ARC / AMUR SUTURE BELT,KOMSOMOL,51,139,,,,,"PERIDOTITE, SPINEL, XENOLITH [7627]",,,,,1.62,,,,1.01,,,,,,,,,,0.465,,,,,,0.21,,,0.364,0.74,,,15,,,16.3,,0.079,,,0.07,,,,,,
2335,s_2-101 [15131],EMEISHAN / SONG DA DISTRICT,BAN PHUC AREA,21.2722,104.2483,,,,,PERIDOTITE [15131],,,,,,,,,4.3,79.0,,5.2,14.0,,,,,,1.96,,,,,,,,,,,,,5,,,,,2.2,,,0.69,55.0,,,,,
2336,s_68869 [15266],AUSTRALIA / GAWLER CRATON / NEW SOUTH WALES / WONOMINTA BLOCK - GREY RANGE GROUP,NUNDORA,-30.6795107,142.1225137,,,,,PERIDOTITE [15266],,,,,,,,,,,,,,,9,,,,,,,,,,9,,,,5,,,9,,,49,,3,,,3,,,9,,,
2337,s_4-36-90A [15319],HIGH ARCTIC LARGE IGNEOUS PROVINCE / SVALBARD ARCHIPELAGO - SPITSBERGEN ISLAND,"HALVDANPIGGEN, NW SPITSBERGEN",79.3,13.4,,,,,"PERIDOTITE, XENOLITH [15319]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,s_4-36-90B [15319],HIGH ARCTIC LARGE IGNEOUS PROVINCE / SVALBARD ARCHIPELAGO - SPITSBERGEN ISLAND,"HALVDANPIGGEN, NW SPITSBERGEN",79.3,13.4,,,,,"PERIDOTITE, XENOLITH [15319]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,s_D7 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE,DATONG REGION,40.04,113.6,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,s_D18 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE,DATONG REGION,40.04,113.6,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,s_JN-41R [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / JINING VOLCANIC FIELD,,40.6,112.5,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,s_FS-04(2) [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,s_F2 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,s_F17 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,s_F44 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,s_DAT-05 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE,DATONG REGION,40.04,113.6,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,s_DAT-09 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE,DATONG REGION,40.04,113.6,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,s_DAT-15 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE,DATONG REGION,40.04,113.6,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,s_DAT-30 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE,DATONG REGION,40.04,113.6,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,s_DAT-31 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE,DATONG REGION,40.04,113.6,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,s_KAT-2 [18984],NEW ZEALAND / SOUTH ISLAND / OTAGO / EAST OTAGO VOLCANIC PROVINCE,KATTOTHYRST,-45.6,170.5,,,,,"DUNITE, XENOLITH [18984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,,,,,340.1,,,,,,,,,,,
2352,s_KAT-3 [18984],NEW ZEALAND / SOUTH ISLAND / OTAGO / EAST OTAGO VOLCANIC PROVINCE,KATTOTHYRST,-45.6,170.5,,,,,"LHERZOLITE, XENOLITH [18984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,539.2,,,,,,,,,,,
2353,s_BBT-8 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,s_BLS-1 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,s_BLS-3 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,s_BLS-5 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,s_NBS-1 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,s_YQS-7 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,s_YQS-9 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,s_BBT-1 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,s_BBT-4 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,s_BBT-7 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,s_BLS-6 [13442],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / SHUANGLIAO VOLCANIC FIELD - BOBOTUSHAN,,43.51,123.51,,,,,"PERIDOTITE, XENOLITH [13442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
